,smiles
3984,Cc1cc(C)c(NC(=O)C2CCN(C(=O)c3ccc4ccccc4c3)CC2)c(C)c1
3985,CCCCc1cc2c(C)c(C)c(=O)oc2cc1OCCCN1CCCCC1
3986,Cc1ccc(N2CCC(NC(=O)c3cnn(-c4ccccc4)c3C)CC2)cc1
3987,N#Cc1cccc(Oc2ccc3c(c2)NC(=O)C3=C2CCN(C3CCCCC3)CC2)c1
3988,O=C1NC[C@@]2(CCCN(Cc3ccccc3)C2)Oc2ccccc21
3989,CCC(c1ccc(Cl)cc1)N1CCC2(CCC(O)(c3ccccc3)CC2)OC1=O
3990,O=C(c1ccc(Cl)cc1)N1CCC2(CC1)OCc1ccccc12
3991,O=C1NCN(c2ccccc2)C12CCN(CCCc1c[nH]c3ccc(F)cc13)CC2
3992,CCC1CCCCN1CCCC(O)(c1ccccc1)c1ccccc1.Cl
3993,C=CCn1c(NCc2ccccc2F)nc2ccccc21
3994,CCn1c(CCNC(=O)c2cc(Cl)cn2C)nc2ccccc21
3995,Cc1cc(NC(=O)NCCCn2cnc3ccccc32)no1
3996,O=c1[nH]c2ccccc2n1CC1CCN(c2cccc(Cl)c2)C1
3997,O=C(c1cccc[n+]1[O-])N1CCCC1c1nc2ccccc2[nH]1
3998,Cc1nc2ccccn2c1C(=O)N=c1[nH]c2ccccc2n1C1CCCCC1
3999,CCCc1cc(N2CCC(c3nc4ccccc4n3CCO)CC2)ncn1
4000,O=C(NCCn1c(C2CCOC2)nc2ccccc21)c1ccncc1F
4001,CC(C)(C)c1nnc(NC(=O)Nn2cnc3ccccc32)s1
4002,Cc1noc(CNC(=O)Cn2c(=O)n(C)c3ccccc32)n1
4003,CN1CCN(C(=O)CCc2ccccc2)CC1c1nc2ccccc2[nH]1
4004,CCCn1c(C(C)NC(=O)C2CC2)nc2ccccc21
4005,O=C(c1nc2ccccc2n1CCO)N1CCCCC1
4006,O=C(CN1C(=O)CCc2ccccc21)NCc1cn2cc(Cl)ccc2n1
4007,Cn1c(SCC(=O)NCc2ccco2)nc2ccccc21
4008,CCS(=O)c1nc2ccccc2n1CC(O)Cn1cc(C)cn1
4009,O=C(Nc1ccc(F)cc1F)c1cn2cc(Cl)ccc2n1
4010,CCn1nnc2cc(C(=O)N(C)c3ccc(F)cc3)ccc21
4011,CCc1nnc(NC(=O)c2cc3ccc(F)cc3n2C)s1
4012,O=C(Cc1ccc(F)c(F)c1)Nc1ccc(-n2ccnc2)nc1
4013,O=C(Nc1ccc(-n2cc(CCO)nn2)cc1)c1ccc(F)cc1
4014,O=C(NCc1ccccc1-n1cncn1)c1ccccc1F
4015,CN(Cc1ccc(F)cc1F)C(=O)c1cnc2c(c1)c(=O)n(C)c(=O)n2C
4016,O=C(Nc1cn[nH]c1)c1cccnc1Oc1ccc(F)cc1F
4017,COc1cccc(C(=O)NC(c2ccc(F)cc2)c2nccn2C)c1F
4018,Cn1nc(CNC(=O)CCc2cc(F)c(F)c(F)c2)cc1-c1ccncc1
4019,Fc1cccc(Cl)c1CNc1cc(-c2nccn2C(F)F)ncn1
4020,Cc1cnc(OCc2cn(-c3ccc(F)c(C(C)(F)F)c3)nn2)nc1
4021,COc1cc(F)cc(-c2cc(F)c(-c3cn(C)nn3)c(F)c2)c1
4022,CNc1nc(OCc2cn(-c3cccc(F)c3F)nn2)ncc1F
4023,O=C(Cn1cnc2c(nnn2Cc2ccccc2F)c1=O)Nc1ccccc1F
4024,CCC(C)Nc1ncnc2c1cnn2-c1cccc(F)c1
4025,CNc1ncc(C(=O)Nc2ccc(-n3cncn3)c(F)c2)cc1Cl
4026,Cn1nc2c(SCc3ccc(F)c(F)c3)nccn2c1=O
4027,O=C(Nc1cnc(-n2ccnc2)nc1)c1ccncc1F
4028,Cc1cc(NC(=O)NCCCC2CCCCC2)no1
4029,CN(CC1CCOCC1)C(=O)NC1CCCCC1Cn1cccn1
4030,O=C(CN1CCN(CC2CCCCC2)C1=O)NCc1ccccc1
4031,O=C(NC1CCCCC1)N1CCSc2ccc(F)cc21
4032,CC(NC(=O)NC1CCOC2(CCCC2)C1)c1cccnc1
4033,CC1CC1CNC(=O)NCCc1c[nH]c2ccccc12
4034,Cc1cnc(CNC(=O)Nc2nnc(C3CCCCC3)s2)cn1
4035,CCN(CC1=CCCOC1)C(=O)NCC(=O)NC1CC1
4036,CC1CCC(N(C)C(=O)NCc2cccc(Cn3ccnc3)c2)CC1
4037,CCn1ccc2cc(NC(=O)NCCC3CCCO3)ccc21
4038,Cc1ccccc1CN(CCCO)C(=O)NC1CC1
4039,CC(c1cc(N2CCN(C3CCCC3)C2=O)ccc1F)n1cccn1
4040,CC(=O)N1CCCC1C(=O)NC(C)c1ccc(Cl)c(Cl)c1
4041,CC(O)CN(CC(C)O)C(=O)c1cc(Cl)c(Cl)cc1Cl
4042,Cc1cn(S(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)cn1
4043,O=C1CN(C2CCCCC2)[C@@H](c2cc(Cl)cc(Cl)c2)CN1
4044,CC(C)C(COc1ccc(Cl)cc1Cl)NC(=O)NCc1ncn(C)n1
4045,O=C(/C=C/c1cccc(Cl)c1Cl)N1CCOCC1
4046,O=C(NCCc1cccc(Cl)c1Cl)Nc1nncs1
4047,CC(=O)NC1CCCN(C(=O)NCc2ccc(Cl)cc2Cl)C1
4048,CNC(=O)c1cc(-c2ccc(Cl)cc2Cl)n(C)n1
4049,CC(=O)N1CCCN(Cc2cccc(Cl)c2Cl)CC1
4050,O=c1c2cc(Cl)ccc2c(=O)n(O)c2cccc(Cl)c12
4051,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1nccs1
4052,COCc1nc(COc2ccc(Cl)cc2Cl)sc1CO
4053,O=C(NCc1c(Cl)cc(Cl)cc1CO)C1COc2ncccc21
4054,CCCOc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1
4055,Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2)nn1CCO
4056,Fc1cc(CNCc2cc(Cl)cc3c2OCOC3)ccc1Cl
4057,O=C(NCCNc1ncc(Cl)cc1Cl)c1ccncc1
4058,Cc1noc(C)c1CN(Cc1cc(=O)[nH]c2cc(F)ccc12)C1CC1
4059,CC(NC(=O)c1cnc(C(C)(C)C)[nH]c1=O)c1ccccn1
4060,O=C(NCC1CCCC1)c1ccc(-c2ccc(F)cc2)[nH]c1=O
4061,CC(NC(=O)c1ccc(=O)[nH]c1)c1cccc(N2CCCC2)c1
4062,Cc1n[nH]c(C)c1CNC(=O)c1c(C)c(N)c(C)[nH]c1=O
4063,Cc1ccn(-c2ccc(C(=O)NCc3c(C)cc(C)[nH]c3=O)cn2)n1
4064,Cc1ccc(C(C)NC(=O)CCc2c(C)nc(C)[nH]c2=O)cc1
4065,Cc1[nH]c(C(=O)Nc2ccc(C(=O)NC(C)C)cc2)c(C)c1C(=O)NC1CC1
4066,Cc1n[nH]c(C)c1NC(=O)C1CCN(c2cccc(F)c2)C1=O
4067,CCCC(=O)Nc1ccc(C2c3c(C)n[nH]c3CCN2C(C)=O)cc1
4068,CCCN(CCC)C1CCc2[nH]c(=O)c(=O)n(C)c2C1.Cl
4069,CCc1cc(C(=O)NC(C(=O)NC2CC2)C(C)C)[nH]n1
4070,Cc1ccc(C2CC(=O)Nc3c2c(=O)[nH]c(=O)n3C)cc1C
4071,CCc1cccc(C)c1NC(=O)c1nc(C2CC2)[nH]c(=O)c1O
4072,Cc1nc2cc(=O)[nH]n2c(C)c1CNC(=O)Cc1cccc(F)c1F
4073,Cc1ccc(C(C)NC(=O)Cc2c(C)n[nH]c2C)cc1F
4074,Cc1cc(C)c(CNC(=O)CCc2c(C)[nH]c(=O)c(C#N)c2C)c(=O)[nH]1
4075,CCCN1CCNC(=O)c2[nH]c3ccc(Br)cc3c(=O)c2C1
4076,O=C(NCc1ccccn1)c1cc2c([nH]c1=O)CCC2
4077,Cc1cc(C)c(CNC(=O)c2ccc(OCCC(C)C)cc2)c(=O)[nH]1
4078,CCC(CC)(CC)CNC(=O)c1c[nH]nc1-c1ccccc1F
4079,CCCCn1nc(C(=O)Nc2n[nH]c(C3CCCC3)n2)ccc1=O
4080,CCn1c(C(=O)Nc2nncs2)nc2cc(F)ccc21
4081,CCC(=O)N1CCn2cc(CNc3ncccc3Cl)nc2C1
4082,Cn1c(=O)n(C)c2c3c(C(C)(C)C)n[nH]c3ccc21
4083,CCC(=O)N(CC(C)C)c1c(CC)nc2ccccn12
4084,O=C(Cn1ccnn1)NCc1cn2cc(Cl)ccc2n1
4085,Cc1ccc2ncc(C(=O)NCc3ccc(F)cc3)n2c1
4086,Cc1cc(C(=O)NC(c2ccccc2Cl)c2nccn2C)n(C)n1
4087,CC(N)c1nc2cc(F)ccc2n1Cc1cccc(OCCF)c1
4088,Cc1ccc(-c2nc3sc(C4CC4)nn3c2CO)cc1
4089,COc1cccc(-n2c(CCCO)nc3cccnc32)c1
4090,COc1ccc(-n2ccnc2C(=O)NCc2cccc(C)n2)cc1
4091,O=C(NC1CCc2cc(Br)ccc21)c1ccc(Cn2ccnc2)cc1
4092,Cc1ccc2ncc(C(=O)Nc3ccc4ccccc4n3)n2c1
4093,Cc1nccn1-c1ccc(NCc2nccn2C(F)F)cc1F
4094,CC(C)Cn1c(-c2cccnc2)nc2cc(F)cc(F)c21
4095,O=C(NCc1cccc(Cn2ccnc2)c1)C1CC=CC1
4096,O=C(Cc1ccccc1F)NCCCn1ccnc1
4097,OCCn1ccc(-c2ccc(-n3ccnc3)cc2)n1
4098,Cc1ccc(-c2nc3cc(Cl)cnc3n2CCO)cc1
4099,Cc1ccc2nc(C)c(C)c(C(=O)Nc3ccc(F)c(F)c3)c2c1
4100,COc1ccc(-c2cn(Cc3c(F)cccc3F)c3c2C(=O)NCC3)cc1
4101,CCc1cccc(C)c1NC(=O)CNc1ccc(F)cc1
4102,COc1cccc(C(=O)N2CCNC(=O)C2CC(=O)Nc2cc(F)cc(F)c2)c1
4103,O=C1c2noc3cccc(c23)NCN1c1ccc(F)cc1
4104,COc1cccc(C(=O)NC2CCC(O)(c3ccccc3)CC2)c1F
4105,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1ccc(F)nc1
4106,CN(Cc1ccccc1F)C(=O)NCCc1cc(F)cc(F)c1
4107,NC(C(=O)NCc1ccc(F)cc1)c1cccc(F)c1
4108,COc1ccc(C(=O)Nc2ccc(F)cc2C(=O)Nc2ccc(C)cc2)c(F)c1F
4109,O=C(Cc1ccc2c(c1)CCCC2)NCc1c(F)cccc1F
4110,O=C(Nc1cc2ccccc2cn1)c1cc(F)ccc1F
4111,Cc1cccc(C)c1NC(=O)CNC(=O)c1c(F)cccc1F
4112,CNC(=O)C1CCCCN1c1ncccc1-c1noc(C)n1
4113,Cc1c(-c2cc(C(=O)N3CCCCC3C)ccn2)cnn1C
4114,Cc1cc(C)n(CC2CCCN2C(=O)c2cnn(C(C)(C)C)c2)n1
4115,O=C(c1cnn(-c2ccc(F)cc2)n1)N1CCC[C@@H]1CCn1cccn1
4116,COCCN1C(=O)C2CCC1CN(c1cc(-n3cccn3)ncn1)C2
4117,CC(C)c1cc(C(=O)NCc2ncn(C)n2)nc(N2CCCCC2)n1
4118,O=C(NC1CCN(C(=O)CCCn2cncn2)CC1)C1CC=CCC1
4119,Cc1nccc(CNC(=O)C2CCN(c3cnccn3)CC2)n1
4120,CCOc1cc(C(=O)N2CCCCCC2c2cccn2C)on1
4121,CC(C)Oc1ccc(C(=O)N2CCCC(c3noc(C4CC4)n3)C2)cn1
4122,FC(F)CN1CCCC(c2cnc(-n3ccnc3)nc2)C1
4123,Cc1nnsc1C(=O)N1CCC(Nc2cccnn2)CC1
4124,Cc1ccn2ncc(C(=O)N[C@@H]3CCN(C)C[C@H]3F)c2c1
4125,CCC(CC)NC(=O)c1cnc2c(cnn2CCCN2CCCC2=O)c1
4126,CC(=O)N1CCCC1c1cncc(Nc2nc(C)no2)n1
4127,CCN1CC(C(=O)Nc2nnc(-c3ccnn3C)o2)CC1=O
4128,Cn1cc(C2CCCN2C(=O)CCc2cccnc2)cn1
4129,CN(C)c1ncc(Cl)c(C(=O)N2CCCC2Cn2cccn2)n1
4130,COc1ccc(C)c(-n2nnc(NC(=O)c3ccn(C)n3)c2C)c1
4131,O=C(NCCNc1ccc(-n2cncn2)nn1)C1CCCCC1
4132,CCCn1nc(C)cc1NC(=O)CCn1cncn1
4133,O=C(NCCc1nnc2n1CCC2)c1ccnc(-n2cncn2)c1
4134,Cc1cnc(NCc2nccn2C(F)F)nc1-c1cnn(CC(C)C)c1
4135,CCc1nc2n(n1)CCCC2NC(=O)NCCCc1nncn1C(C)C
4136,CCCn1cc(C(=O)NCCNC(=O)c2ccn(C)n2)c(C)n1
4137,CCc1noc(CC)c1CC(=O)Nc1cccnc1-n1cccn1
4138,Cc1nc(N(C)C)ncc1C(=O)NCc1cnn(C)c1
4139,CCCCc1nc(Cn2cnc(C3CCC3)cc2=O)no1
4140,Cc1[nH]c2c(c(C)nn2C)c1C(=O)N1CCn2c(C)nnc2C1
4141,CCC(Oc1ccccn1)C(=O)NCCc1c(C)nn(C)c1C
4142,CC(NC(=O)Nc1ccnn1C1CCCCC1)c1nncn1C
4143,Cc1cc2ncc(NC(=O)c3cn(C)nc3C(C)(C)C)c(C)n2n1
4144,CCn1ccc(C(=O)N2CCn3c(nnc3SC)C2)n1
4145,CCc1noc(C)c1C(=O)NCCCn1ncccc1=O
4146,CCn1nc(C)c(NCc2cnc(O)nc2O)c1C
4147,CCCN(CCC)CCNC(=O)c1c(C)nc2cc(C3CC3)nn2c1O
4148,COc1ccc(-n2nnc(C(=O)Nc3nnc(CC(C)C)s3)c2C)cc1
4149,CCC(C)(C)C(=O)N1CCc2nc(-c3ccc(C)nc3)nc(O)c2CC1
4150,CCCc1noc(Cn2c(-n3cc(C)cn3)noc2=O)n1
4151,Cc1csc(N2CCCN(Cc3nc4c(cnn4C)c(=O)[nH]3)CC2)n1
4152,CCNC(=O)NCc1c(C)nn(CCc2ccccc2)c1C
4153,CCNC(=O)c1ccc(C)c(NCc2nnc(C)n2C)c1
4154,CCOc1ccccc1OCCC(=O)n1nc(C)cc1C
4155,CCCOc1cccc(NC(=O)CCc2c(C)nn(C)c2C)c1
4156,Cc1nn(CCC(=O)NCc2ccccc2)c(C)c1Cl
4157,Cc1ccccc1-c1cc(C(=O)N(C)C(C)C)nc(C)c1CN
4158,COc1ccc(C)cc1NC(=O)Cc1c(C)nn(C)c1C
4159,Cc1nc(C)c(C(=O)Nc2c(C)cccc2C)s1
4160,Cc1cc(C)c(NC(=O)CCNC(=O)c2ccc(C)nc2)c(C)c1
4161,Cc1ccccc1OC(C)C(=O)Nc1c(C)noc1C
4162,Cc1noc(C)c1CC(=O)N1CCc2cc(F)ccc2C1
4163,O=C([C@@H]1COCC(=O)N1Cc1ccccc1)N1CCOc2ccccc21
4164,O=C(Nc1ccc(N2CCCC2)cc1)c1ccccc1N1CCOCC1
4165,COc1ccc2ccccc2c1C1CNCCN1C(=O)N1CCOCC1
4166,O=C(Cn1nnc2ccccc2c1=O)NCC1CN(c2ccccc2)CCO1
4167,CC1CN(C(C)(C)CNC(=O)c2cccc(-n3cccc3)c2)CC(C)O1
4168,CC1CN(C(=O)NC(C)c2ccc(-c3cccnc3)cc2)CC(C)O1
4169,Cc1cncc(C(=O)Nc2ccc(Cc3ccnc(N4CCOCC4)c3)cc2)c1
4170,O=C(Nc1ccccc1CN1CCOCC1)c1csc(Nc2cccnc2)n1
4171,Cc1cc(C(=O)N(C)Cc2ccccc2N2CCOCC2)c(C)o1
4172,CCn1cc(CCC(=O)NCCN2CCOCC2)c2ccccc21
4173,CC(=O)Nc1ccc(N2CCN(C(=O)N3CCOCC3)c3cccnc32)cc1
4174,CN(CCc1ccccn1)C(=O)c1cccc(N2CCOCC2)c1
4175,Cc1cccc(C)c1OCc1cc(C(=O)N2CCOCC2C2CC2)no1
4176,COc1cc(NCCCCN2CCOCC2)c2ncccc2c1NC(C)=O
4177,COc1ccc(CN2CCOCC2c2ccc(C(=O)Nc3ccc(Cl)cc3)cc2)cc1
4178,Cc1cccc(CC(CNC(=O)Cc2c(C)noc2C)N2CCOCC2)c1
4179,CC1CN(C(=O)Cn2ccc3c2-c2ccccc2OC3)CC(C)(C)O1
4180,O=C(CCc1ccccc1)N(CCCO)Cc1cccc(Br)c1
4181,COc1ccc(C=Cc2ccc(NC(C)=O)cc2)cc1
4182,CN(Cc1ccc(-c2ccccc2)cc1)C(=O)c1ccccc1
4183,COc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1
4184,COc1cccc(C(C)NC(=O)c2ccc(CO)cc2)c1
4185,COc1ccccc1CC(=O)NCCC(O)c1ccccc1
4186,COc1cc(-c2ccccc2F)cc2c1CCNC2C
4187,CC(C)[C@]1(O)C(=O)N[C@H](c2ccc(OCc3ccccc3)cc2)[C@@H]1C
4188,Cc1ccc(Oc2ccc(CO)cc2)c(-n2cccc2)c1
4189,CC(C)c1ccccc1Sc1c(O)cc(-c2ccccc2)oc1=O
4190,CC(Nc1nc2ccc(N)cc2s1)C1CC1
4191,CC1CCN(c2nc3c(Br)cc(N)cc3[nH]2)CC1
4192,Cc1cc(CN2CCOc3ccc(N)cc32)no1
4193,Nc1nc2n(n1)CCCC2c1ccccc1Br
4194,COc1ccc(SCC2CCOC2)cc1N
4195,Nc1n[nH]cc1-c1ccncc1
4196,COCc1ncc(-c2cccc(N)c2Br)s1
4197,Cn1c(SCCc2ccncc2)nc2ccc(N)cc21
4198,Nc1cnc(NCc2cccc3c2OCO3)c(Cl)c1
4199,COc1ccc(-c2cc(N)[nH]n2)c(OC)c1C
4200,Nc1nc(N)nc(-c2cc(Cl)co2)n1
4201,Nc1ccc(Cl)cc1C#Cc1ccc[nH]1
4202,CC(C)COc1cccc(-c2cc(N)nn2C)c1
4203,COc1cc(-n2cc3c(N)ncnc3n2)cc(C)c1Cl
4204,COc1cccc(NCc2cc(N)ccc2OC)c1
4205,COc1ccccc1CNC(=O)C(=O)NCCC1CCCCC1
4206,COc1cccc(CNC(=O)CN2CCCCCC2=O)c1
4207,CCCNC(=O)CCC(=O)N1CC(C(=O)Nc2cccc(F)c2)C1
4208,CC(C)NC(=O)CN1C(=O)C(C)Oc2ccccc21
4209,CCc1ccccc1NC(=O)C(CC)N1CCCC1=O
4210,COc1ccccc1N1CC(C(=O)NCC2CCCO2)CC1=O
4211,CC(=O)NC(C(=O)NCC1CCCO1)C1CCCC1
4212,CCOc1ccc(Br)c(C(=O)N2CCNC(=O)CC2)c1
4213,COc1ccc(NC(=O)CN2CCCCC2=O)cc1Cl
4214,CCCN(CC1CC1)C(=O)c1cccc(N2CCCC2=O)c1
4215,CC(C)(C)NC(=O)c1ccccc1NC(=O)C1CC2CCC1O2
4216,O=C1CCN(C(=O)Cc2c(F)cccc2Cl)CCN1
4217,CC(C)C(=O)N1CCCC1C(=O)Nc1ccccc1Cl
4218,Cc1ccc(C(=O)Nc2ccccc2C#N)cc1
4219,CN(Cc1cccc(C#N)c1)C(=O)CNC(c1ccccc1)C1CC1
4220,Cc1c(C#N)cccc1C(=O)Nc1ccnn1-c1ccccc1
4221,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccccc2)c1
4222,C=CCN(CC=C)c1ccc(C(=O)Nc2cc(C#N)ccc2C)cc1
4223,COc1ccccc1NC(=O)CC(C#N)c1cccc(F)c1
4224,CC(=O)Nc1cccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCN3)cc2)c1
4225,COc1ccccc1C(=O)NCC(=O)Nc1ccc(C#N)cc1
4226,Cc1noc(COc2ccc(NC(=O)c3ccc(C#N)cc3)cc2)n1
4227,N#Cc1cccc(NC(=O)c2cccn2-c2ccccc2)c1
4228,CC(=O)Nc1cc(C#N)ccc1Oc1cccc(C)c1
4229,N#CCc1ccc(NC(=O)COc2cccc(F)c2)cc1
4230,COC(C(=O)Nc1cccc(C#N)c1)c1ccccc1
4231,CSc1ccccc1NC(=O)CCOc1ccccc1C#N
4232,N#CC(=Cc1cccnc1)C(=O)NCCc1ccccc1
4233,Cc1ccc(NC(=O)Cc2cccc(OCC#N)c2)cc1C
4234,Cc1ccc(NC(=O)CNS2=CC=C(C#N)C=C2)cc1
4235,N#CC(NC(=O)COc1ccc2ccccc2c1)c1ccncc1
4236,N#Cc1cccc(NCC(=O)N2CCc3ccccc32)c1
4237,O=c1c(CO)cccn1Cc1ccc(F)cc1Br
4238,O=C(NC1CCOc2c(Br)cccc21)C1CC1
4239,Cc1cc(Cl)ccc1NC(=O)CCCCCO
4240,CCN(CC)C(=O)CNc1ccc(Cl)cc1F
4241,O=C(Nc1cccnc1)c1cccc(Br)c1
4242,OC(CNc1ncc(F)cn1)c1cccc(Cl)c1
4243,Cc1cc(NC(=O)c2ccc(Br)cc2)no1
4244,COc1ccc(F)c(NCc2cnsc2)c1
4245,OCCCOc1ncc(Br)c(Br)c1Br
4246,CC(=O)NCCNC(=O)c1ccccc1Br
4247,CCN(CC)C(=O)c1ccc(Br)cc1Br
4248,CCC(CC)C(=O)Nc1nsc2ccccc12
4249,Fc1cc(Br)ccc1NCC1CCCO1
4250,CCn1cc(C(=O)N2CCN(Cc3ccccc3)CC2)cn1
4251,CCc1cc(C(=O)N2CCN(Cc3ccccc3)C(C)C2)[nH]n1
4252,CN1CCN(C(=O)Nc2nc(-c3ccc4ncccc4c3)cs2)CC1
4253,C[C@@H]1COCCN1c1cc(N2CCN(C)CC2)[nH]c(=O)c1
4254,CN1CCN(c2cc(N3CCN(C(=O)c4cccc(F)c4)CC3)ncn2)CC1
4255,C[C@H]1CN(c2cn(C)nc2C(=O)Nc2ccc(F)c(Cl)c2)CC(C)(C)N1C
4256,Cc1ccc(C)c(C(=O)N2CCN(Cc3nccn3C(F)F)CC2)c1
4257,O=C(c1cc2ccoc2cn1)N1CCN(Cc2ccccc2)CC1
4258,CCn1cc(C(=O)N2CCN(c3ccccc3Cl)CC2)cn1
4259,CC(=O)N1CCN(c2nccc(-c3cnn4ncccc34)n2)CC1
4260,O=C(C1CCCC1)N1CCN(c2ccc(-n3cncn3)nn2)CC1
4261,Cn1cc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)cn1
4262,CCNc1ncc(C(=O)N2CCN(c3ccc(F)cc3)CC2)s1
4263,Cc1ccccc1OCC(=O)N1CCN(C(C)c2cccnc2)CC1
4264,CC(C)c1ccc(CN2C(=O)CCc3nc(N4CCN(C)CC4)ncc32)cc1
4265,Cc1cc(C(=O)N2CCN(Cc3c(C)noc3C)CC2)on1
4266,Cc1cc(=O)[nH]c(N2CCN(Cc3cccc4nonc34)CC2)n1
4267,CC(C)Cn1oc(N2CCN(c3cccc(Cl)c3)[C@H](C)C2)nc1=O
4268,O=C(c1cc[nH]c1)N1CCN(Cc2csc(-c3ccco3)n2)CC1
4269,CCc1ccc(NC(=O)CN2CCN(c3ncc(Br)cn3)CC2)cc1
4270,CC(=O)Nc1cccc(Nc2ccnc(N3CCN(C)CC3)n2)c1
4271,CC1CN(C(=O)c2cn3c(n2)SCC3)C(C)CN1Cc1ccccc1
4272,Cc1cc(C)n(CCC(=O)N2CCN(Cc3ccccn3)CC2)n1
4273,COCCN1CCN(Cc2cccc3[nH]cnc23)CC1=O
4274,CN1CCN(c2nc(C(=O)N3CCCCC3)cc3c2ncn3C)CC1
4275,c1ccc(-c2nc(CNCc3cc[nH]n3)c3c(n2)N2CCOCC2CO3)cc1
4276,Cc1nn(C)cc1-c1ccnc(N2CCOC(COc3ccc(F)cc3)C2)n1
4277,O=C(c1cc(-c2ccc3c(c2)OCCO3)[nH]n1)N1CCOCC1
4278,CC(C)(C)CNC(=O)c1n[nH]c2ccc(-c3ccc(N4CCOCC4)nc3)cc12
4279,Cn1c(C(=O)N2CCOCC2)c(Br)c2cc(F)cnc21
4280,Cc1cnc(C(=O)N2CCOC[C@]3(C2)CN(c2ncc(F)cn2)C(=O)CO3)cn1
4281,CCc1nc(-c2cc(C(=O)N3C[C@@H](C)O[C@@H](C)C3)ccc2C)no1
4282,COc1ccccc1Cc1nc(N)n(CC(=O)N2CCOCC2)n1
4283,Cc1ccc(NC(=O)Cn2cc(C(=O)NCCN3CCOCC3)nn2)cc1
4284,O=C(Nc1cc2c(cc1N1CCOCC1)[C@H](O)CC2)c1cnn2cccnc12
4285,Cc1cc(C)n(CC2CN(CC(=O)N(C)Cc3cnn(C)c3)CCO2)n1
4286,O=c1cc(N2CCOCC2)oc2c1ccc1[nH]ccc12
4287,Cn1ncc(-c2ccc3cnc(NC(=O)C4CC4)cc3c2)c1N1CCOCC1
4288,CC1CN(C(=O)C(C)n2cncn2)CC(c2ccccc2)O1
4289,Cc1n[nH]c(C2CN(c3ccc(F)c(F)c3)CCO2)n1
4290,CC(=O)NCC(=O)N(C)CCCn1ncc2c(N3CCOCC3)ncnc21
4291,CC(=O)N[C@H]1CC2(CCN(c3ncccc3C(N)=O)CC2)c2c(F)cccc21
4292,Cn1cc(-c2ccccc2Cl)c2c(Nc3cn[nH]c3)nc(-c3cccc(C(N)=O)c3)nc21
4293,Cc1ccc(C)c(-c2cc3c(-c4ccccc4C(N)=O)nn(C)c3cn2)c1
4294,CC(O)CC(C)(C)c1ccc(C(=O)Nc2nc3cc(F)ccc3n2CCC(N)=O)cc1
4295,C[C@@H](Nc1nc(NC2(C)CCC2)nc(-c2cc3ccccc3o2)n1)C(N)=O
4296,CC(O)c1cccc(-c2cccc(Nc3ncnn4ccc(CN5CCCCC5C(N)=O)c34)c2)c1
4297,Cc1cc(C(C)(O)C#Cc2ccc3c(c2)-c2nc(C(N)=O)sc2C(O)CO3)no1
4298,NC(=O)c1cc2nc(-c3ccco3)n(Cc3ccc(NC(=O)C4CC4)cc3)n2n1
4299,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(Cl)ccn4)c3)ncnc12
4300,NC(=O)CNC(=O)[C@H]1C[C@H](c2c(-c3ccc(F)cc3)[nH]c3c(F)cc(F)cc32)C1
4301,CC(C(=O)N[C@H](C#N)C(C)(C)C)[C@@H](c1ccc2sc(-c3ccc(C(N)=O)cc3)nc2c1)n1ccnc1
4302,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCCN(CC(N)=O)CC3)cc12
4303,COc1cc(N2CC[C@H](Oc3ccc(C4CC4)cc3)C2=O)ccc1OCC(N)=O
4304,NC(=O)CC1CCN(C(=O)c2cccnc2Oc2ccc(Nc3ccccn3)cc2)CC1
4305,NC(=O)c1ccc(-c2cnc3[nH]cc(-c4cc(N)cc(Cl)c4)c3c2)cc1
4306,NC(=O)c1cc(-c2ccc(Cl)cc2)nc2ccc(Cn3cnc4ccc(F)cc43)cc12
4307,NC(=O)c1ccc(-c2cnc3[nH]cc(-c4ccc(F)cc4)c3c2)cn1
4308,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(N(C)C)CCC4)cc2)CC3)cc1
4309,NC(=O)c1ccn(-c2ccncc2NC2CCN(C(=O)c3ccccc3F)CC2)n1
4310,CNC(=O)/C=C(\c1ccccc1)c1ccc2nc(N)c(C(N)=O)c(=O)n2c1
4311,CC(C)(Oc1cccc(N2CCC[C@H](C(=O)N(Cc3ccc(-c4cn[nH]c4)cc3)C3CC3)C2)c1)C(N)=O
4312,CCc1cnn2c(Nc3cccc(CNC(=O)C4CC4)c3)c(C(N)=O)cnc12
4313,NC(=O)c1cccc2[nH]c(-c3ccc(N4CCCCC4)cc3)nc12
4314,CN(C)Cc1ccc2c(-c3ccc(C(N)=O)cc3)ccc(-c3cnc(N)nc3)n12
